,plate,mjd,fiberid,class,subclass,z,h_alpha_flux,h_beta_flux,oiii_5007_flux,nii_6584_flux,oi_6300_flux,sii_6717_flux,sii_6731_flux,h_alpha_eqw,nii_6584_eqw
2288,644,52173,87,b'GALAXY',b'STARFORMING',0.07969179,539.5361,85.67754,29.38651,285.687,19.70609,79.67676,62.81083,-21.63157,-11.3946
2289,644,52149,531,b'GALAXY',b'STARFORMING',0.05817808,456.5442,129.1534,110.1023,122.1282,16.22257,93.84904,66.24074,-39.7718,-10.92474
2290,645,52203,27,b'GALAXY',b'AGN',0.06974589,96.75744,26.19382,40.34792,75.28719,29.03868,49.50594,37.54744,-7.839927,-5.749796
2291,645,52203,143,b'GALAXY',b'STARBURST',0.06777534,235.0408,76.73302,119.4623,26.87432,7.078874,44.37689,30.72088,-50.90772,-6.509222
2292,646,52523,60,b'GALAXY',b'STARBURST',0.03228601,1092.563,264.7886,389.4178,175.8932,32.60843,182.2594,128.729,-61.4316,-10.06543
2293,646,52523,196,b'GALAXY',b'STARBURST',0.08792973,867.3113,153.782,32.0577,418.2578,21.78966,101.2523,91.07572,-52.32722,-24.95365
2294,647,52553,235,b'GALAXY',b'STARBURST',0.05949049,250.1569,68.97137,186.7744,23.90013,7.009277,41.47985,27.16984,-41.64404,-3.516689
2295,647,52553,591,b'GALAXY',b'STARFORMING',0.07334572,165.6854,42.80966,14.78018,53.87978,6.856564,37.17462,26.8279,-27.75851,-9.112972
2296,648,52559,39,b'GALAXY',b'STARFORMING',0.07410153,265.745,60.64191,30.9023,136.6132,13.49003,67.06645,43.83236,-23.53965,-12.1301
2297,648,52559,512,b'GALAXY',b'STARFORMING',0.06900623,226.5162,59.5865,26.47102,84.06034,9.453,51.51716,34.26735,-24.67977,-8.517286
2298,650,52143,118,b'GALAXY',b'STARBURST',0.04589541,190.3943,56.7984,76.80784,28.7993,7.012313,38.92608,24.61022,-42.93591,-7.307187
2299,650,52143,310,b'GALAXY',b'STARBURST',0.1115992,1155.181,232.518,197.5534,457.295,37.60646,154.8263,126.1402,-84.77593,-33.56799
2300,651,52141,74,b'GALAXY',b'STARFORMING',0.08344373,170.8048,29.42805,14.11702,104.8431,15.77402,48.3718,26.68575,-16.16102,-9.614735
2301,651,52141,278,b'GALAXY',b'STARBURST',0.07650179,823.2286,187.1727,104.9902,352.9866,16.97154,113.0017,93.79644,-78.00419,-33.38248
2302,652,52138,42,b'GALAXY',b'STARBURST',0.07667038,677.3085,152.4756,70.34712,347.735,11.5428,96.20668,81.01738,-60.97016,-31.25039
2303,652,52138,402,b'GALAXY',b'STARBURST',0.1801064,848.236,196.1626,249.6492,245.6019,20.21104,108.3012,93.65924,-130.2019,-36.23533
2304,654,52146,510,b'GALAXY',b'STARBURST',0.0939657,2204.559,510.8741,413.3343,801.7024,62.38332,318.2674,262.3229,-107.89,-38.98364
2305,655,52162,259,b'GALAXY',b'STARBURST',0.1845634,611.8685,142.5865,80.04933,207.9271,28.46691,115.5299,77.94264,-56.34699,-19.30472
2306,655,52162,286,b'GALAXY',b'STARFORMING',0.03725949,481.777,148.6846,168.2395,93.15443,15.78686,112.404,80.69688,-35.27124,-6.762305
2307,656,52148,45,b'GALAXY',b'STARFORMING',0.05519211,723.8782,162.582,85.76015,323.7462,32.48275,166.7034,102.5799,-20.59078,-8.742931
2308,656,52148,213,b'GALAXY',b'STARFORMING',0.05680171,469.0531,92.43914,33.65157,250.7814,30.20398,98.18514,68.53686,-22.61292,-11.79917
2309,657,52177,247,b'GALAXY',b'STARFORMING',0.0940145,115.0077,33.79002,46.77057,50.46412,24.90675,42.5629,37.26104,-7.844206,-3.402596
2310,657,52177,372,b'GALAXY',b'STARFORMING',0.1452299,383.2052,92.13499,26.96673,184.9763,13.3613,69.36889,53.99515,-29.01526,-14.9335
2311,657,52177,604,b'GALAXY',b'AGN',0.10545,84.64355,23.77559,131.2815,78.20395,12.65819,23.05823,21.88936,-8.533223,-5.941303
2312,658,52146,16,b'GALAXY',b'STARFORMING',0.05456487,557.1836,110.2477,40.07876,160.1634,14.27553,101.341,67.61662,-29.92611,-8.746357
2313,658,52146,221,b'GALAXY',b'STARFORMING',0.0574439,222.841,62.03786,12.85324,86.85089,9.924086,39.458,25.40834,-17.78365,-7.134704
2314,658,52146,624,b'GALAXY',b'STARBURST',0.1805319,557.5783,139.6585,89.5975,163.0754,19.20542,94.76894,69.79402,-54.24423,-15.86106
2315,659,52199,16,b'GALAXY',b'STARBURST',0.02238401,219.9837,74.05396,137.7789,23.74229,8.082992,45.69552,30.06576,-45.26157,-4.428006
2316,659,52199,90,b'GALAXY',b'STARFORMING',0.06218588,351.1989,80.34326,40.84124,90.80507,13.48454,76.76141,54.67568,-31.14187,-8.179368
2317,659,52199,103,b'GALAXY',b'STARBURST',0.05922515,290.4316,92.38592,169.6812,35.99387,11.52776,53.11068,38.50517,-49.34077,-5.785342
2318,659,52199,105,b'GALAXY',b'STARBURST',0.1354616,666.4373,118.575,42.00821,277.97,18.07646,94.96426,65.12114,-41.72104,-17.4576
2319,660,52177,22,b'GALAXY',b'AGN',0.1046422,182.8463,31.92476,114.7753,167.0021,13.98997,41.64295,28.11351,-10.24132,-8.766121
2320,660,52177,465,b'GALAXY',b'STARBURST',0.106134,907.9758,230.6326,127.2381,346.8449,16.05189,109.8064,90.18782,-72.58563,-29.46856
2321,660,52177,478,b'GALAXY',b'BROADLINE',0.1273592,91.57156,19.23166,21.14588,106.2781,25.28035,67.58443,53.56688,-7.114638,-7.51413
2322,660,52177,507,b'GALAXY',b'STARBURST',0.1062267,2708.17,686.9867,959.1702,626.0793,65.62215,356.0467,272.7758,-171.182,-40.18906
2323,660,52177,566,b'GALAXY',b'STARFORMING',0.07472035,468.4837,104.806,27.3869,185.4202,12.86053,69.86837,56.98899,-20.09833,-8.030357
2324,662,52178,71,b'GALAXY',b'STARFORMING',0.04259848,180.7565,53.02991,60.11628,39.14298,14.18581,44.39199,30.43154,-20.98881,-4.225161
2325,662,52178,81,b'GALAXY',b'STARBURST',0.09951838,688.7568,226.2418,648.2588,62.22541,18.03311,91.78062,65.94154,-159.5764,-18.26337
2326,662,52147,450,b'GALAXY',b'STARFORMING',0.07956775,479.1798,99.1451,26.14283,201.7365,13.18333,66.47478,56.79042,-35.34328,-14.52217
2327,663,52145,48,b'GALAXY',b'STARBURST',0.03895866,612.4777,171.9383,371.609,71.97539,17.88015,99.2198,70.24681,-67.74635,-8.15969
2328,663,52145,493,b'GALAXY',b'AGN',0.02502348,777.5673,208.8302,2314.877,1087.055,219.9051,265.0208,307.3167,-26.80784,-36.51265
2329,663,52145,542,b'GALAXY',b'STARBURST',0.1189266,706.129,121.8125,71.09878,379.2287,36.07826,141.4247,104.4335,-55.97938,-29.86587
2330,664,52174,554,b'GALAXY',b'STARFORMING',0.06641801,281.9234,82.5718,36.24878,98.14207,6.639085,58.44707,34.33665,-37.44625,-12.98835
2331,666,52149,60,b'GALAXY',b'STARFORMING',0.006479651,249.7564,84.56799,98.88624,9.108416,7.106154,24.00464,17.23079,-22.24854,-1.037617
2332,666,52149,170,b'GALAXY',b'STARFORMING',0.05035508,608.4871,129.3214,57.30064,233.3329,16.81083,121.5312,89.80959,-41.06611,-15.51176
2333,666,52149,375,b'GALAXY',b'STARBURST',0.04518465,352.6604,107.5904,199.6126,55.36625,11.30102,71.63104,48.42462,-50.66599,-8.538303
2334,666,52149,386,b'GALAXY',b'STARFORMING',0.08222433,208.1188,51.22869,12.77412,84.95605,8.101427,36.97879,22.23712,-17.84086,-7.606083
2335,668,52162,559,b'GALAXY',b'STARFORMING',0.0548202,228.0068,49.1678,51.24209,58.1566,9.091098,48.21506,34.69298,-25.02119,-6.215531
2336,668,52162,633,b'GALAXY',b'STARFORMING',0.1081694,113.0646,35.53421,55.53126,67.70561,11.10024,33.4581,23.59998,-7.380964,-4.051591
2337,674,52201,335,b'GALAXY',b'STARBURST',0.2548475,449.4148,116.9376,109.6222,117.7996,13.49492,69.29796,45.65487,-86.67745,-23.24257
2338,675,52590,55,b'GALAXY',b'STARBURST',0.08721984,266.2585,102.6622,332.5924,16.75342,6.296091,33.38791,35.46872,-76.98142,-5.878392
2339,675,52590,293,b'GALAXY',b'STARFORMING',0.05410712,148.6127,33.85051,19.59749,36.45915,5.56279,37.85135,25.29463,-32.83818,-8.091772
2340,675,52590,478,b'GALAXY',b'STARBURST',0.220628,535.0098,161.8667,453.9047,64.77157,17.2554,66.31897,51.24261,-201.9505,-28.13731
2341,266,51630,87,b'GALAXY',b'STARBURST',0.06741422,625.9243,117.5592,51.88348,187.5996,22.94478,125.9418,82.95983,-59.226,-17.77728
2342,266,51602,159,b'GALAXY',b'STARBURST',0.0536029,374.8391,82.36267,61.42209,105.3284,13.33986,79.49012,55.71835,-46.11523,-13.05105
2343,267,51608,621,b'GALAXY',b'STARFORMING',0.03546179,420.5194,106.9028,202.5237,88.06135,16.43069,94.87071,74.93069,-28.5887,-6.061126
2344,269,51910,135,b'GALAXY',b'STARBURST',0.09410395,442.6733,135.5812,168.4846,94.99934,18.49554,87.43896,66.73173,-40.66494,-8.408584
2345,269,51910,288,b'GALAXY',b'STARFORMING',0.04623836,500.8737,113.9501,41.15973,158.5574,13.36059,99.77538,66.24239,-42.28374,-13.1495
2346,269,51910,395,b'GALAXY',b'STARFORMING',0.09882391,241.406,71.27544,62.42987,49.36507,10.86691,53.12526,36.21382,-38.73834,-13.59933
2347,269,51910,640,b'GALAXY',b'STARFORMING',0.0314129,159.1111,57.57797,24.14566,50.82046,11.63004,38.20793,27.67314,-15.95025,-5.240808
2348,270,51909,405,b'GALAXY',b'STARFORMING',0.04485136,185.9118,52.08688,37.89846,44.62892,8.354786,46.53981,32.35217,-29.96779,-6.744009
2349,271,51883,187,b'GALAXY',b'STARBURST',0.08577679,445.7981,99.56963,21.07095,152.3646,10.17671,66.63037,43.52723,-43.86391,-15.21238
2350,271,51883,578,b'GALAXY',b'STARFORMING',0.07096665,181.0757,44.92733,25.80714,46.99356,8.354898,44.2423,28.28392,-23.45504,-5.987779
2351,272,51941,18,b'GALAXY',b'',0.1104557,165.346,27.8215,205.0293,190.8269,21.48119,52.80701,48.07079,-8.377118,-9.53286
2352,272,51941,210,b'GALAXY',b'STARFORMING',0.06336549,233.6361,59.05734,56.14983,55.69978,9.034779,49.72602,33.37429,-35.09299,-8.905787
2353,274,51913,7,b'GALAXY',b'STARBURST',0.08019475,617.5825,144.9356,29.61024,206.8366,11.06343,98.39053,69.41286,-61.10323,-20.42573
2354,274,51913,343,b'GALAXY',b'STARFORMING',0.05915563,173.4396,55.36569,60.14235,32.71637,8.26695,38.78509,26.79001,-32.43796,-6.008293
2355,274,51913,447,b'GALAXY',b'STARFORMING',0.1293679,133.351,37.08797,14.43809,48.89697,7.298054,32.93238,27.09768,-12.31464,-4.563971
2356,274,51913,519,b'GALAXY',b'STARBURST',0.06570902,345.3893,90.69219,112.8235,63.83207,14.98652,75.59293,50.61878,-44.57819,-8.165516
2357,275,51910,93,b'GALAXY',b'STARFORMING',0.05221032,120.3076,36.38043,51.19289,24.48296,6.660325,30.44956,18.41842,-17.4401,-3.3563
2358,276,51909,166,b'GALAXY',b'STARBURST',0.07551887,216.4108,49.1423,60.13196,47.50472,11.02945,45.59636,34.15526,-35.25447,-7.796495
2359,276,51909,186,b'GALAXY',b'STARBURST',0.04886655,328.184,79.48569,56.95671,72.6929,12.15958,68.8771,48.05227,-51.16322,-11.32582
2360,276,51909,615,b'GALAXY',b'STARFORMING',0.04044758,611.1318,143.4322,24.20978,197.0245,15.52204,78.67671,60.95607,-29.41265,-9.4708
2361,277,51908,178,b'GALAXY',b'STARFORMING',0.03790334,433.0261,105.015,38.23317,173.0749,12.24783,86.55869,62.57853,-17.15039,-6.88554
2362,277,51908,181,b'GALAXY',b'STARFORMING',0.06475462,302.4868,52.53981,14.4356,216.8345,11.55613,50.09662,50.37497,-31.88315,-22.34998
2363,277,51908,337,b'GALAXY',b'STARFORMING',0.04009909,885.574,156.969,22.6814,350.7069,22.21163,114.9551,84.08637,-33.94777,-13.33743
2364,278,51900,124,b'GALAXY',b'STARFORMING',0.06475577,206.1666,40.54253,13.18819,66.0777,9.180658,37.54109,28.02408,-21.57289,-6.764518
2365,279,51608,233,b'GALAXY',b'STARFORMING',0.04296634,286.8846,91.88484,29.88396,111.0559,9.793964,59.29951,40.71869,-29.58892,-10.56348
2366,279,51984,287,b'GALAXY',b'STARFORMING',0.07720377,467.7134,114.2246,40.83828,234.5165,14.22345,87.93689,62.75517,-26.55218,-13.24533
2367,279,51608,443,b'GALAXY',b'AGN',0.1406571,384.9645,88.82855,313.0038,374.1025,24.79819,82.84929,72.11437,-33.31433,-28.77882
2368,279,51984,449,b'GALAXY',b'STARBURST',0.2048847,801.8473,226.9555,601.8664,131.5801,16.25294,78.69357,62.37089,-337.4484,-58.79193
2369,280,51612,49,b'GALAXY',b'STARBURST',0.0768568,281.0212,75.55097,39.09676,77.45073,10.93266,60.1656,45.81061,-45.44249,-11.81924
2370,280,51612,569,b'GALAXY',b'AGN',0.07645808,137.7038,25.47776,125.9689,137.869,13.01594,35.62445,35.06184,-8.201763,-8.146598
2371,281,51614,315,b'GALAXY',b'STARBURST',0.02377577,446.0483,143.3918,214.3153,56.79062,11.53583,94.77802,70.84582,-51.27616,-7.127419
2372,281,51614,607,b'GALAXY',b'STARFORMING',0.01953857,362.8036,94.48187,63.6313,232.8155,21.78654,91.54008,61.61694,-7.38277,-4.844046
2373,281,51614,630,b'GALAXY',b'STARBURST',0.1180312,264.8323,47.59706,19.28244,125.0131,8.876705,48.24529,37.93008,-41.34226,-19.77233
2374,282,51658,395,b'GALAXY',b'STARFORMING',0.06122096,88.92474,17.05114,18.18816,78.04834,15.93658,39.13384,25.80072,-3.092943,-2.673677
2375,283,51959,191,b'GALAXY',b'STARBURST',0.04839646,479.4592,129.7562,50.49771,153.5794,13.31866,110.0187,77.7162,-43.391,-14.2307
2376,283,51959,468,b'GALAXY',b'STARBURST',0.07590457,643.7361,164.3919,116.2244,169.164,13.15971,117.5004,83.19849,-50.10588,-13.13714
2377,284,51662,77,b'GALAXY',b'AGN',0.1091661,191.6882,41.56008,394.0277,176.5361,22.95636,45.30397,44.68625,-16.6459,-15.687
2378,284,51662,87,b'GALAXY',b'STARBURST',0.01094773,718.7828,222.5399,518.1382,91.10246,13.26679,117.8243,83.40392,-75.24706,-9.493196
2379,284,51662,300,b'GALAXY',b'AGN',0.09501792,84.17899,23.61145,149.7748,90.1321,25.02806,33.6168,33.63543,-3.214308,-3.728815
2380,284,51662,401,b'GALAXY',b'STARBURST',0.04679985,1158.831,389.1911,1178.352,101.1972,31.73069,149.9808,105.721,-116.2125,-10.30396
2381,286,51999,348,b'GALAXY',b'STARBURST',0.07837124,562.1184,107.144,22.46705,188.9506,15.74589,96.6702,63.34069,-51.53672,-17.74966
2382,287,52023,105,b'GALAXY',b'STARBURST',0.142846,606.8972,130.9111,44.41691,279.398,18.56203,85.86367,71.70551,-52.81787,-23.14989
2383,287,52023,164,b'GALAXY',b'STARFORMING',0.1187062,382.3848,93.49043,25.13974,131.4188,12.53953,66.43634,41.55728,-30.46689,-11.15065
2384,287,52023,479,b'GALAXY',b'STARBURST',0.06340092,409.586,118.3729,136.6485,84.18333,12.86563,77.83435,52.70884,-51.53075,-10.40295
2385,290,51941,140,b'GALAXY',b'STARFORMING',0.0808229,101.4822,14.91844,13.07897,37.16193,6.453177,27.8618,20.30049,-18.77841,-6.40325
2386,291,51928,169,b'GALAXY',b'STARFORMING',0.08192886,226.4038,57.95683,17.10723,69.72792,8.158378,34.31727,32.20941,-21.84208,-6.950458
2387,291,51928,174,b'GALAXY',b'STARBURST',0.1026684,921.5272,274.0157,598.8824,135.5327,26.51702,125.7488,88.26402,-199.9819,-28.27084
2388,291,51928,246,b'GALAXY',b'STARFORMING',0.02375486,449.8368,117.9859,35.60396,141.1607,12.63732,92.18932,63.33355,-33.71376,-10.36827
2389,292,51609,110,b'GALAXY',b'STARBURST',0.08234987,801.0646,185.4883,57.94753,246.4555,20.46768,144.12,97.06124,-50.44893,-15.58606
2390,292,51609,294,b'GALAXY',b'STARFORMING',0.1095554,427.2898,86.25322,16.32392,137.8345,12.92136,47.83747,32.06579,-36.44909,-10.07569
2391,294,51986,84,b'GALAXY',b'STARBURST',0.08515193,830.5736,173.6955,26.74197,313.8527,14.49936,95.69294,76.54637,-46.9191,-17.50229
2392,294,51986,319,b'GALAXY',b'STARBURST',0.06710283,510.8667,151.3967,205.7497,74.76569,16.29849,97.67956,63.56549,-57.83302,-8.562246
2393,296,51665,90,b'GALAXY',b'STARFORMING',0.08041508,221.7742,56.68267,13.34045,75.08333,9.861786,49.79887,33.63788,-27.44784,-9.065704
2394,296,51984,125,b'GALAXY',b'STARBURST',0.08326132,295.5619,95.94764,110.4201,59.17733,8.026115,62.43018,40.4903,-50.66449,-10.25841
2395,296,51665,387,b'GALAXY',b'STARFORMING',0.1106925,354.3568,61.22443,37.59032,142.5805,13.52708,67.23732,40.60166,-39.6792,-16.54901
2396,296,51984,410,b'GALAXY',b'STARBURST',0.08201976,359.9632,110.3082,125.8445,63.30219,11.44797,71.79635,51.15544,-57.67881,-10.14844
2397,297,51959,348,b'GALAXY',b'STARFORMING',0.08201098,228.3432,67.10687,28.89487,68.53424,7.507414,46.27,32.18851,-30.21337,-9.382568
2398,297,51959,384,b'GALAXY',b'STARBURST',0.1045228,935.0489,190.0804,61.02194,336.2214,27.59496,147.4663,111.2359,-59.96714,-21.28629
2399,297,51663,413,b'GALAXY',b'STARFORMING',0.04733888,292.3315,79.847,29.60412,89.25755,9.025588,58.50396,42.87412,-25.04494,-7.353251
2400,297,51663,460,b'GALAXY',b'STARBURST',0.1117985,543.3438,148.4881,46.84439,190.4198,12.19816,90.79451,64.74957,-59.47377,-24.06185
2401,266,51602,559,b'GALAXY',b'STARBURST',0.03049692,2121.957,596.6564,1156.8,311.6787,61.86925,317.7923,212.2279,-79.52835,-11.74667
2402,267,51608,231,b'GALAXY',b'STARFORMING',0.07910439,367.6431,76.19621,21.31556,138.4123,12.48891,61.07221,42.62658,-28.2449,-10.22792
2403,268,51633,489,b'GALAXY',b'STARBURST',0.06482466,2152.552,323.6501,104.6687,1054.688,74.67483,335.106,260.7095,-57.20653,-27.63251
2404,268,51633,619,b'GALAXY',b'STARFORMING',0.03228859,1865.535,429.5315,126.4434,987.5126,52.00303,350.844,277.814,-28.27908,-15.23144
2405,272,51941,63,b'GALAXY',b'STARFORMING',0.1090757,276.1447,58.37239,65.4868,157.943,13.74847,52.95437,42.83386,-26.99931,-14.84665
2406,272,51941,329,b'QSO',b'AGN',0.07873158,980.0437,193.3613,1112.901,874.2263,59.46429,209.0438,196.8886,-25.14796,-22.37769
2407,272,51941,558,b'GALAXY',b'STARBURST',0.06264427,620.0831,155.1223,191.3701,126.8949,10.8075,84.36475,61.01171,-114.2901,-23.90255
2408,273,51957,433,b'GALAXY',b'STARFORMING',0.1174899,215.2147,59.19313,33.68228,58.01759,10.33517,53.64889,38.06878,-34.41284,-9.037341
2409,275,51910,475,b'GALAXY',b'STARBURST',0.1065594,1041.446,231.218,287.4292,299.0283,54.80964,217.9974,150.8947,-120.265,-35.74866
2410,276,51909,200,b'GALAXY',b'STARFORMING',0.05022789,139.6384,43.68082,53.33179,21.08393,6.033051,36.56123,24.63543,-36.38531,-5.382457
2411,276,51909,559,b'GALAXY',b'STARFORMING',0.05435011,122.7596,39.37569,53.64423,19.4239,8.579372,34.97341,22.33411,-19.23506,-2.880598
2412,278,51900,81,b'GALAXY',b'STARBURST',0.1088518,802.3095,176.7667,81.68753,421.7683,35.76334,147.7045,122.7096,-63.40577,-32.40679
2413,278,51900,135,b'GALAXY',b'STARFORMING',0.06560795,316.6662,95.13806,97.82808,70.39962,7.156713,55.05003,42.27457,-39.84677,-8.669684
2414,278,51900,505,b'GALAXY',b'STARFORMING',0.1536324,386.9389,86.56771,38.55099,194.184,19.26169,63.66726,43.58312,-24.95575,-12.50948
2415,278,51900,585,b'GALAXY',b'STARBURST',0.1802332,499.1919,119.3843,55.21438,147.185,17.28011,85.14443,58.50465,-59.83611,-15.12179
2416,279,51984,393,b'GALAXY',b'AGN',0.07854028,153.1611,38.78263,180.983,127.4185,14.98429,47.58721,33.33515,-9.405075,-7.488038
2417,279,51984,447,b'GALAXY',b'STARBURST',0.07721605,245.3065,73.53664,40.14453,70.77674,8.444063,46.5252,37.17773,-35.48904,-10.28401
2418,280,51612,257,b'GALAXY',b'STARBURST',0.07797278,310.4424,83.63684,55.8728,82.8996,12.34974,66.10075,48.06106,-49.58493,-13.16848
2419,281,51614,233,b'GALAXY',b'STARBURST',0.029541,664.4673,153.6111,51.21984,209.2083,11.91347,128.7475,87.64626,-47.34672,-14.4336
2420,282,51630,150,b'GALAXY',b'STARBURST',0.02222677,1092.968,352.0529,1423.442,44.11275,14.23337,94.90832,58.07362,-179.4806,-9.776718
2421,282,51630,177,b'GALAXY',b'STARBURST',0.06531451,2305.102,657.3313,515.678,729.1003,53.26684,375.5515,280.7193,-91.99012,-28.74031
2422,282,51658,296,b'GALAXY',b'STARBURST',0.07589214,1653.796,484.4634,1495.696,148.7688,51.00962,214.3359,154.6118,-117.1021,-10.31665
2423,282,51630,538,b'GALAXY',b'STARBURST',0.07272497,613.4594,154.2408,159.1836,130.2686,19.09728,109.9762,83.76414,-58.01387,-12.16962
2424,283,51959,234,b'GALAXY',b'STARBURST',0.05633127,395.592,130.4977,394.1856,22.37152,11.62461,52.41733,34.20139,-95.06371,-4.96418
2425,284,51943,373,b'GALAXY',b'STARBURST',0.1334717,420.6855,107.4682,65.3739,142.0711,13.51881,73.34919,46.62292,-64.41625,-21.82313
2426,284,51662,381,b'GALAXY',b'STARBURST',0.04763734,1614.821,313.9282,55.44236,688.4241,36.53683,231.573,196.3241,-43.13294,-18.57082
2427,284,51662,562,b'GALAXY',b'STARFORMING',0.05179338,134.7205,38.89042,32.14496,30.92576,7.406229,32.49762,21.75572,-21.33873,-2.492362
2428,285,51930,18,b'GALAXY',b'AGN',0.1157212,261.0865,71.4059,554.5378,312.1901,30.31183,114.8584,95.71655,-18.47398,-22.11126
2429,285,51930,501,b'GALAXY',b'',0.09491483,122.173,26.51973,150.9234,152.6273,13.96698,43.29794,42.51361,-7.217911,-8.464427
2430,286,51999,547,b'GALAXY',b'STARFORMING',0.01966596,409.2885,128.0725,126.5273,89.44325,12.20659,77.07526,49.31274,-35.00039,-7.729499
2431,287,52023,13,b'GALAXY',b'STARFORMING',0.02136928,166.8152,51.26794,97.39774,14.74762,7.427605,30.2277,21.64351,-31.85793,-2.690859
2432,287,52023,96,b'GALAXY',b'STARFORMING',0.08189056,446.2892,121.0048,205.9299,154.0481,46.61147,123.1605,83.19911,-13.70764,-4.917651
2433,287,52023,156,b'GALAXY',b'STARFORMING',0.1242916,334.6277,58.94571,23.53946,174.205,16.36587,56.40446,50.72019,-33.11441,-16.40064
2434,287,52023,354,b'GALAXY',b'STARFORMING',0.04077477,835.7939,201.4609,45.40165,362.7391,16.93958,116.9061,88.35937,-13.56163,-6.017953
2435,288,52000,223,b'GALAXY',b'STARFORMING',0.07893566,132.1129,21.34052,15.75628,112.4212,15.7427,36.09139,24.32755,-11.34445,-9.196768
2436,289,51990,96,b'GALAXY',b'STARBURST',0.04303553,376.2531,119.6022,152.4874,69.63875,9.104445,65.06147,44.34504,-53.71277,-10.15437
2437,290,51941,207,b'GALAXY',b'AGN',0.0801296,124.6176,30.50811,153.5126,76.10208,15.3606,33.0693,26.56427,-12.62096,-4.274499
2438,290,51941,295,b'GALAXY',b'STARBURST',0.08321483,263.9413,82.64454,140.1964,36.61529,8.714087,65.20578,34.00211,-50.91274,-6.787672
2439,290,51941,464,b'GALAXY',b'AGN',0.07239841,135.567,32.81099,118.9648,136.7252,19.99465,72.44621,52.88134,-9.518785,-9.035094
2440,291,51928,42,b'GALAXY',b'STARFORMING',0.08823358,360.0254,53.80422,14.74213,173.0691,11.05624,49.92785,44.07512,-28.11524,-13.40851
2441,291,51660,89,b'GALAXY',b'STARFORMING',0.0681863,513.2148,131.6325,182.3104,125.3611,24.23622,98.2934,73.34361,-35.82305,-8.691985
2442,291,51928,135,b'GALAXY',b'STARFORMING',0.06820343,432.0341,116.4729,170.6698,100.1339,18.80962,80.80798,59.00455,-29.68036,-6.830202
2443,291,51928,560,b'GALAXY',b'STARFORMING',0.08851205,1198.75,233.9051,476.7604,776.4528,40.32988,152.5799,131.8694,-58.46819,-35.5295
2444,292,51609,18,b'GALAXY',b'STARBURST',0.06995335,470.8136,103.7009,68.89471,131.463,14.66638,84.49268,63.17348,-42.44413,-11.48305
2445,292,51609,372,b'GALAXY',b'STARBURST',0.07282407,1427.396,406.3341,1649.463,60.91957,38.26519,139.9212,99.21376,-232.8487,-10.20642
2446,293,51994,278,b'GALAXY',b'STARBURST',0.07044689,400.6681,101.2051,55.10066,110.0944,11.20454,85.31643,58.11519,-37.68157,-10.07459
2447,294,51986,156,b'GALAXY',b'STARFORMING',0.0279758,234.844,72.72614,88.25679,49.9018,11.02758,54.20739,38.05307,-27.02916,-5.554206
2448,295,51985,237,b'GALAXY',b'STARFORMING',0.04062444,523.2294,148.0342,128.3425,121.4661,15.93585,100.8983,77.9707,-42.16139,-9.664048
2449,297,51959,378,b'GALAXY',b'STARBURST',0.06069238,294.3001,77.06738,82.35758,59.54068,9.656114,63.3568,41.54352,-47.27973,-10.35809
2450,298,51955,235,b'GALAXY',b'STARFORMING',0.08631964,185.7477,53.06367,66.96297,27.95776,11.33825,39.92205,26.42531,-29.85715,-4.247948
2451,299,51671,134,b'GALAXY',b'',0.1476348,399.9261,93.92747,184.7347,155.457,10.40516,35.16488,31.40726,-69.34193,-25.80537
2452,299,51671,311,b'GALAXY',b'STARBURST',0.05419561,1690.034,559.9951,2193.415,98.42075,18.28225,123.7135,86.46274,-256.6695,-14.70289
2453,299,51671,481,b'GALAXY',b'STARFORMING',0.07358427,236.0439,39.61634,9.954527,97.73305,10.68662,48.45367,32.97525,-24.1343,-10.1562
2454,299,51671,571,b'GALAXY',b'STARBURST',0.101362,552.3879,149.8015,232.007,109.5739,21.54438,100.5513,70.64336,-60.57512,-13.22641
2455,300,51943,257,b'GALAXY',b'STARBURST',0.07329699,646.9565,153.4965,125.2331,154.8927,17.50103,120.4438,83.35949,-59.14421,-14.28206
2456,300,51666,628,b'GALAXY',b'STARFORMING',0.1280197,262.5827,36.08389,66.47415,192.3677,19.07248,51.08228,41.59706,-18.32793,-12.94147
2457,301,51641,124,b'GALAXY',b'STARBURST',0.03020594,421.9162,133.2137,295.1271,43.56152,12.63639,67.22497,48.51764,-58.52494,-6.01925
2458,301,51942,134,b'GALAXY',b'STARBURST',0.02961222,1195.814,352.8563,611.8571,197.5619,40.87571,209.6005,152.1191,-79.32162,-13.38539
2459,301,51942,360,b'GALAXY',b'STARBURST',0.01501523,1902.025,570.7646,2933.846,57.01136,32.72897,130.388,95.397,-211.7659,-6.821887
2460,301,51641,418,b'GALAXY',b'STARFORMING',0.04886026,105.7286,29.69175,29.88298,15.99192,6.504642,26.09553,16.63143,-23.27179,-3.049582
2461,290,51941,567,b'GALAXY',b'STARBURST',0.04588205,677.2238,205.2914,711.4135,50.22777,14.51419,80.60783,60.10955,-132.6069,-9.991565
2462,291,51928,132,b'GALAXY',b'STARBURST',0.07979219,1700.527,404.2341,576.2704,364.1849,28.7973,201.4753,153.2824,-160.63,-34.74382
2463,291,51660,188,b'GALAXY',b'STARFORMING',0.0805637,519.7341,116.4355,23.64322,193.1723,12.11647,78.53889,57.05272,-39.06983,-14.33454
